method,split,observation_seed,bank_seed,condition,geometry_skew_bin,true_alpha,true_t,true_rotation_shift,candidate_count,alpha_log_span_set,geometry_span_norm_set,ambiguity_ratio,best_geometry_mae,consensus_geometry_mae,best_alpha,consensus_rho12,consensus_rho13,consensus_rho23
one_shot_random,confirmation,20260427,20260325,sparse_partial_high_noise,mid_skew,0.8371333086222645,0.323964267389595,6,97,0.442898832956643,0.896181334448344,0.4942067145699649,0.16322328321520257,0.07853361332901128,0.8755988346475663,0.2716433474883103,0.15328636507616047,0.22244249784688094
one_shot_random,confirmation,20260427,20260326,sparse_partial_high_noise,mid_skew,0.8371333086222645,0.323964267389595,6,87,0.5107996537127776,0.9189055364739888,0.5558783067874536,0.039035151818084146,0.0717188198217033,1.114357712459498,0.2707517462513401,0.16506168066239393,0.23200316401954163
persistent_mode_informed,confirmation,20260427,20260324,sparse_partial_high_noise,mid_skew,0.8371333086222645,0.323964267389595,6,209,0.46399460313790464,0.9185639077590989,0.5051304533288838,0.17113449569623637,0.08902675420817184,0.8756932245667163,0.2530380532899319,0.15678358652704727,0.20607114795689088
persistent_mode_informed,confirmation,20260427,20260325,sparse_partial_high_noise,mid_skew,0.8371333086222645,0.323964267389595,6,227,0.42520773793394795,0.8612520350880782,0.49370883389606496,0.1399225521546086,0.06032833953993199,1.1204680767097648,0.29760124717989017,0.17154752069215495,0.23283926390654447
persistent_mode_informed,confirmation,20260427,20260326,sparse_partial_high_noise,mid_skew,0.8371333086222645,0.323964267389595,6,211,0.4244632299858878,0.9072862211646181,0.4678382852999078,0.1676881647909855,0.08304798819825991,1.1292049815895842,0.2591592528697845,0.16613262860461775,0.20853720432920358
one_shot_random,confirmation,20260427,20260324,sparse_partial_high_noise,high_skew,0.8731351834837112,-0.6812330477156526,52,100,0.609327935984608,0.9191573094776032,0.662920187547565,0.23655816311130348,0.13382982894161707,0.8348735221604705,0.2782021193312821,0.17032767695794276,0.23944469486696532
one_shot_random,confirmation,20260427,20260325,sparse_partial_high_noise,high_skew,0.8731351834837112,-0.6812330477156526,52,91,0.5686151907990215,0.9414231206379413,0.6039953537721783,0.170905423465033,0.13811106317339517,1.2268515985489188,0.2731857168934427,0.1659709177209589,0.2359741538464543
one_shot_random,confirmation,20260427,20260326,sparse_partial_high_noise,high_skew,0.8731351834837112,-0.6812330477156526,52,88,0.5232343218223362,0.9583876781263149,0.5459526804907171,0.27249307488326097,0.12521425083050453,1.1944681664709875,0.2896438445013324,0.1777273733233466,0.24645000766484873
persistent_mode_informed,confirmation,20260427,20260324,sparse_partial_high_noise,high_skew,0.8731351834837112,-0.6812330477156526,52,189,0.5911105191129675,0.8496070677959752,0.6957457647408801,0.21942516908145035,0.13290785833230975,1.190761062023595,0.2882749007491157,0.17320039517489402,0.22926510706010234
persistent_mode_informed,confirmation,20260427,20260325,sparse_partial_high_noise,high_skew,0.8731351834837112,-0.6812330477156526,52,182,0.5740724798475421,0.8954837367418439,0.641075271714331,0.21132594417205355,0.13364371394563004,1.1865528378636763,0.2786368846664314,0.17933329920513574,0.2305626522725841
persistent_mode_informed,confirmation,20260427,20260326,sparse_partial_high_noise,high_skew,0.8731351834837112,-0.6812330477156526,52,188,0.5553699058573092,0.8748229548659804,0.6348369150217255,0.09793850174862921,0.13084692570834733,1.1782674516271145,0.2853046880417176,0.1742642041788604,0.23735430863542134
