split,observation_seed,condition,geometry_skew_bin,bank_seed,cluster_id,cluster_size,cluster_mass_layer1,cluster_mass_layer2,cluster_best_score,cluster_mean_score_gap,cluster_center_rho12,cluster_center_rho13,cluster_center_rho23,cluster_center_alpha,cluster_geometry_span,cluster_alpha_span,cluster_rank_by_mass
calibration,20260410,sparse_full_noisy,low_skew,20260326,4,1,0.08150853794962522,0.12708113313029348,0.001652549423266731,0.0001900365935930137,0.35242733769677026,0.22408944371948122,0.22592623642428394,1.0763462663926797,0.0,0.0,5
calibration,20260410,sparse_full_noisy,low_skew,20260326,5,2,0.0525393409117465,0.062323107153745505,0.0018282076373481323,0.00041425953395335564,0.34880921406611864,0.15947593125532217,0.2710529247643865,1.1169602777919512,0.07330418169865727,0.10404264244617265,6
calibration,20260410,sparse_full_noisy,low_skew,20260326,6,3,0.0,0.0,0.0018734148426074021,0.0005324812171874398,0.2022011952250037,0.13509523831842676,0.16158897392874214,0.9727223307422895,0.10790687327462682,0.34492132938221,7
calibration,20260410,sparse_full_noisy,low_skew,20260326,7,2,0.0,0.0,0.001878900974116218,0.0004421365694811341,0.12248798761079177,0.06449165385315561,0.10256063549861252,1.1678127284551372,0.014211953209331931,0.015552851774276955,8
calibration,20260410,sparse_full_noisy,low_skew,20260326,8,1,0.0,0.0,0.001991910143555437,0.0005293973138817197,0.319905971101863,0.17410511995140518,0.211934138052362,0.8180452348776677,0.0,0.0,9
calibration,20260410,sparse_full_noisy,low_skew,20260326,9,2,0.0,0.0,0.002017659098950216,0.0005833181058379992,0.37384553922210095,0.19578470534461265,0.3208411888676084,0.9906679322219045,0.059787331233161746,0.39982900390575477,10
calibration,20260410,sparse_full_noisy,low_skew,20260326,10,1,0.0,0.0,0.002025068809308595,0.0005625559796348777,0.27942177691520625,0.11204705603353939,0.2183940269444466,1.1684078779104914,0.0,0.0,11
calibration,20260410,sparse_full_noisy,low_skew,20260326,11,2,0.0,0.0,0.002029519337538471,0.0005903531093207706,0.1443847765073093,0.11090475159490844,0.1364941398233963,1.0169357677956183,0.030505940458507266,0.3588364475116286,12
calibration,20260410,sparse_full_noisy,low_skew,20260326,12,1,0.0,0.0,0.0020794469322077706,0.0006169341025340533,0.4179895065620356,0.23777267195981378,0.36663464764769677,1.202529513602335,0.0,0.0,13
calibration,20260410,sparse_full_noisy,low_skew,20260327,0,2,0.1308017679469491,0.3031352954435672,0.0014470341970711082,0.00014308339830546783,0.28456612087663097,0.19972258035467647,0.25438793216116107,1.0768759089029984,0.07747785122062119,0.06482138647750456,4
calibration,20260410,sparse_full_noisy,low_skew,20260327,1,6,0.16214079993734803,0.289623390329605,0.0015181816681761663,0.00038383318785205686,0.3166801331084263,0.22791049311516612,0.3241164831011565,0.9917990457838649,0.130759175849084,0.3391560218828646,3
calibration,20260410,sparse_full_noisy,low_skew,20260327,2,7,0.20803606414061282,0.219771852444491,0.0015637691120637134,0.00036365416131862907,0.39637329067084154,0.2230767130541448,0.3031802463570957,1.031208512342532,0.1659283017933827,0.3601889229458398,2
calibration,20260410,sparse_full_noisy,low_skew,20260327,3,7,0.23313208767214194,0.06848092599233967,0.001566734442730377,0.0003332167170854148,0.2064663702837298,0.1259141799799292,0.14379693511362426,1.162319508770612,0.1258914338012593,0.07689918848967943,1
calibration,20260410,sparse_full_noisy,low_skew,20260327,4,2,0.05711175550468192,0.008085388837969564,0.0016192646684763123,0.00040738082608146153,0.417152406432969,0.2936210454920749,0.41732624315368017,0.9960191695147877,0.0600677202740392,0.2807102487388019,5
calibration,20260410,sparse_full_noisy,low_skew,20260327,5,1,0.05026874836560698,0.005934775229123917,0.001670315225297937,0.00022328102822682873,0.43721438211158925,0.32601416636756886,0.3850552181349491,0.8690471321607491,0.0,0.0,6
calibration,20260410,sparse_full_noisy,low_skew,20260327,6,3,0.04295114852449618,0.004860145971015283,0.0017332433013452398,0.00048726586374342744,0.1607969747607197,0.07903646916817124,0.14065062359235,1.0258664977563292,0.07910095446867393,0.307274412232611,7
calibration,20260410,sparse_full_noisy,low_skew,20260327,7,1,0.04170323404463859,0.04886124638158016,0.0017450371846308627,0.0002980029875597546,0.3784647221354648,0.1980697191860426,0.3497766356968318,1.0594893841856838,0.0,0.0,8
calibration,20260410,sparse_full_noisy,low_skew,20260327,8,1,0.03807153313097179,0.019963734414711318,0.0017814819205802619,0.0003344477235091537,0.39994102543652016,0.1371730352122083,0.3414701518470399,1.034223003477533,0.0,0.0,9
calibration,20260410,sparse_full_noisy,low_skew,20260327,9,3,0.03578286073255262,0.03128324495559694,0.0018062810456481154,0.0005143619512006675,0.22634232261189627,0.16548193801143718,0.20999694606928557,1.0928185538441115,0.08211180768173187,0.28001668937110286,10
calibration,20260410,sparse_full_noisy,low_skew,20260327,10,1,0.0,0.0,0.0019317267597190335,0.0004846925626479253,0.3619164113098106,0.17586112528049266,0.3014279443432283,1.1451087948398755,0.0,0.0,11
calibration,20260410,sparse_full_noisy,low_skew,20260327,11,1,0.0,0.0,0.001962645562857146,0.000515611365786038,0.16880383965979265,0.10813332358088286,0.11519142243410849,1.1703884955545507,0.0,0.0,12
calibration,20260410,sparse_full_noisy,low_skew,20260328,0,5,0.38580697438191613,0.469986408918265,0.0014089934115024871,0.0002785478856497882,0.3277700094334218,0.2217118035217882,0.2721768355206797,1.0781875165176735,0.1253467606882851,0.24865365102632,1
calibration,20260410,sparse_full_noisy,low_skew,20260328,1,5,0.1022367587749507,0.0978973832206239,0.0016077853719057588,0.0004162821040726303,0.2097860576767677,0.1426442298847554,0.1771906451418658,0.9688767828532403,0.08588331370598441,0.3548506871754865,3
calibration,20260410,sparse_full_noisy,low_skew,20260328,2,1,0.1020727648743474,0.057956636497846686,0.0016084275110792785,0.00019943409957679133,0.39306736385901425,0.24929369641060625,0.2555156663396128,1.1347311968088822,0.0,0.0,4
calibration,20260410,sparse_full_noisy,low_skew,20260328,3,1,0.09291452938050532,0.22878673579218273,0.001646029874443759,0.00023703646294127184,0.27401648905478443,0.17005750577700166,0.17986117862231252,1.0811297914373952,0.0,0.0,5
calibration,20260410,sparse_full_noisy,low_skew,20260328,4,3,0.09060307967002865,0.0839083124786285,0.0016561066053416072,0.00042310157398484793,0.3940135063761902,0.18882120208780226,0.3158391858530556,1.142964991389805,0.09818498916424147,0.11443001456711008,6
calibration,20260410,sparse_full_noisy,low_skew,20260328,5,3,0.15560520300768166,0.05477230327278772,0.001711028911310444,0.00035335322367463544,0.17915320340539387,0.08741050700428787,0.16309898188133423,1.1390623716771464,0.07141197471376177,0.06169528462962469,2
calibration,20260410,sparse_full_noisy,low_skew,20260328,6,1,0.07076068991056993,0.006692219819665508,0.0017549804394064207,0.0003459870279039336,0.1363061941436631,0.052109878500332205,0.11346383179807473,1.1293568741840299,0.0,0.0,7
calibration,20260410,sparse_full_noisy,low_skew,20260328,7,1,0.0,0.0,0.0018101637849239397,0.00040117037342145257,0.2996039415291128,0.19353181502314534,0.30360470760742375,1.120521619340835,0.0,0.0,8
calibration,20260410,sparse_full_noisy,low_skew,20260328,8,4,0.0,0.0,0.0018349241494350593,0.0005184032606334289,0.2651246014649732,0.13971364292041824,0.2296726052965966,1.0472011512138444,0.15339382757723619,0.2249875722199246,9
calibration,20260410,sparse_full_noisy,low_skew,20260328,9,2,0.0,0.0,0.0018441963703528267,0.00046894287430599996,0.41890285010259876,0.2813815720237134,0.3377821510654366,1.1458797915232624,0.06472815447129913,0.025217566929871163,10
calibration,20260410,sparse_full_noisy,mid_skew,20260324,0,2,0.11820796400396719,0.24958644103122762,0.0013208254997548992,8.077005247702227e-06,0.22382785540790764,0.1679339479495692,0.20513721219961067,0.8211234054790164,0.056746410342037236,0.0007331551448484241,4
calibration,20260410,sparse_full_noisy,mid_skew,20260324,1,10,0.23866199326141016,0.10310489975654849,0.001339382243051023,0.0003028773020693612,0.15135430328225163,0.0897679657457067,0.12998890955121406,1.0252796933434913,0.16512602984539035,0.4697184577811431,1
calibration,20260410,sparse_full_noisy,mid_skew,20260324,2,6,0.10539249044932246,0.19894525173026273,0.0013451304591173647,0.00041466384148463437,0.2719318939222064,0.15793746984291965,0.1805009768822293,0.9980374063912745,0.11279002530634448,0.48015773111471377,5
calibration,20260410,sparse_full_noisy,mid_skew,20260324,3,1,0.053121203577137587,0.003997542617174111,0.0013715098177819668,5.068431802706763e-05,0.40081710192856457,0.2736541292303307,0.28911961262803226,1.1488557429081974,0.0,0.0,6
calibration,20260410,sparse_full_noisy,mid_skew,20260324,4,1,0.046596045778559164,0.0271375334761782,0.0014239340096298635,0.00010310850987496427,0.3353021620094983,0.13153660079315438,0.2636251997642228,0.8112467853857629,0.0,0.0,7
calibration,20260410,sparse_full_noisy,mid_skew,20260324,5,6,0.1294716370739888,0.12499087903236356,0.001459160745187044,0.0003602563563792403,0.28550707733358793,0.2073503624369081,0.22415109033051261,0.9946228801898968,0.09098905564656956,0.45614621474764916,3
calibration,20260410,sparse_full_noisy,mid_skew,20260324,6,7,0.15409464421707703,0.15927904319980252,0.0014596462615085173,0.0003595424566234091,0.1860114989207074,0.10626694416391236,0.17215646631424136,0.9904810197514268,0.12152433915213423,0.38227630165066895,2
calibration,20260410,sparse_full_noisy,mid_skew,20260324,7,2,0.04259733648254078,0.0787033120918525,0.0014598235918527784,0.00039326805701393546,0.25191028984162034,0.11754676202962303,0.2290478844770562,0.8462341557794888,0.05857444685933457,0.09437284160730026,8
calibration,20260410,sparse_full_noisy,mid_skew,20260324,8,2,0.040473227416093945,0.01863392324008759,0.0014802840012005521,0.0002983011024363492,0.30083820214050305,0.18819892100063138,0.28582663175997797,1.0264251522273997,0.06823897371883425,0.346028405906658,9
calibration,20260410,sparse_full_noisy,mid_skew,20260324,9,2,0.03613113379005135,0.028900110091700792,0.0015256783126212036,0.00039221427009650484,0.33964888363349455,0.19411089536692483,0.20729514477493094,1.0074541881446497,0.03974463988190647,0.2780879375281507,10
calibration,20260410,sparse_full_noisy,mid_skew,20260324,10,1,0.03525232394985163,0.0067210637328018515,0.0015355277009312166,0.00021470220117631735,0.3658570392780665,0.20909094294911973,0.30667305979642495,1.1409762368896827,0.0,0.0,11
calibration,20260410,sparse_full_noisy,mid_skew,20260324,11,1,0.0,0.0,0.001741708156430031,0.00042088265667513183,0.4153309054768026,0.31319142985355913,0.3294571738236894,0.8641015621120582,0.0,0.0,12
calibration,20260410,sparse_full_noisy,mid_skew,20260325,0,13,0.34833782391276363,0.2497018001844079,0.001276565259987668,0.0002823156120008153,0.1619345910391381,0.08920744698499104,0.12916352122546496,1.0997191024244188,0.1876281265922326,0.44580246218547054,1
calibration,20260410,sparse_full_noisy,mid_skew,20260325,1,10,0.2401844349940385,0.5639993547107782,0.0013060449330035617,0.00033572571816838456,0.22452763395530692,0.13354312420467654,0.18898683830012317,1.0458907541453097,0.19928424154278623,0.42591630425293553,2
calibration,20260410,sparse_full_noisy,mid_skew,20260325,2,2,0.08462230878711374,0.022218847618726424,0.001320175536689482,9.1071936636007e-05,0.12829106089925732,0.0616673926790078,0.09657253815900904,0.8333419703040825,0.017863444884970704,0.017853976588879633,4
calibration,20260410,sparse_full_noisy,mid_skew,20260325,3,4,0.06762738406610255,0.01847223592442293,0.0013521919955213138,0.0004203998799831905,0.3379170888774326,0.1920496702078483,0.28938211024457455,1.154878404174859,0.1439388640183196,0.038276730869248723,6
calibration,20260410,sparse_full_noisy,mid_skew,20260325,4,9,0.14695795731167827,0.135295167186469,0.0013789143874180538,0.00034580977184525707,0.2880689935332832,0.16060218308809227,0.22783729144973833,1.0691739316189626,0.20189457170784053,0.4218398661228995,3
calibration,20260410,sparse_full_noisy,mid_skew,20260325,5,4,0.08432326230329089,0.005326467036843331,0.0014707803422570648,0.0002912870677553382,0.36955819119759614,0.2688416856915128,0.30712715603719754,1.0085148080988857,0.10685558254864373,0.4313145137653183,5
calibration,20260410,sparse_full_noisy,mid_skew,20260325,6,1,0.02794682862501221,0.004986127338352125,0.0015307268261167976,0.0002541615661291296,0.3902974805473777,0.14706830652045388,0.33415358680623314,1.1834734098371877,0.0,0.0,7
calibration,20260410,sparse_full_noisy,mid_skew,20260325,7,2,0.0,0.0,0.0017173828538639795,0.0005570142232284691,0.42020169691745957,0.3021063544991902,0.4390770477142574,1.2535166600473353,0.039519588903183245,0.005490484623088432,8
calibration,20260410,sparse_full_noisy,mid_skew,20260325,8,1,0.0,0.0,0.0018493474675238984,0.0005727822075362304,0.4122151258529367,0.3354446002517354,0.36487717419100496,0.807147471560463,0.0,0.0,9
calibration,20260410,sparse_full_noisy,mid_skew,20260326,0,9,0.2166712277734336,0.18252412549939528,0.0012663881875460377,0.0003850658521466381,0.17026249187079345,0.11461123399697191,0.14618994700237944,0.9176339507278737,0.17653380028322282,0.439481814265669,1
calibration,20260410,sparse_full_noisy,mid_skew,20260326,1,3,0.1259477218934129,0.12916018629746728,0.0012940048472948492,0.0002781736690552368,0.2201492077862416,0.08454104524598638,0.17961064821681674,1.0513649595421513,0.1194240914703198,0.3478674242877421,4
calibration,20260410,sparse_full_noisy,mid_skew,20260326,2,4,0.17045246616378332,0.3373200858180387,0.0013337064454265806,0.00030177827989302905,0.2551178992714101,0.12635069387859124,0.20839300871976557,0.9947377740034182,0.11975174711768538,0.34517538349672683,2
calibration,20260410,sparse_full_noisy,mid_skew,20260326,3,2,0.06665885963854085,0.02611582555701287,0.0013836967241049815,0.0004141050246456758,0.3119957813512593,0.2314125795928504,0.26770715833636394,1.2500025842905709,0.07237625679024585,0.03634400133353255,6
calibration,20260410,sparse_full_noisy,mid_skew,20260326,4,3,0.15863362922142854,0.14143286833891122,0.0014001106625500278,0.00021617151170225048,0.30242077058923905,0.1584464050257606,0.2621971605311168,0.8527211764200483,0.08945609253045043,0.02352689854771084,3
calibration,20260410,sparse_full_noisy,mid_skew,20260326,5,1,0.05063351344421628,0.06969425519579285,0.001493686439110213,0.00022729825156417522,0.25554826815882553,0.18872698378979832,0.22885400820206656,1.1964345617940195,0.0,0.0,7
calibration,20260410,sparse_full_noisy,mid_skew,20260326,6,2,0.0500824683487231,0.0020965032289220393,0.0014980635048689656,0.00041829182001611653,0.374272510894765,0.2897868080669185,0.33195498689758207,1.0375905130254957,0.06428300003413133,0.3717191970710695,8
calibration,20260410,sparse_full_noisy,mid_skew,20260326,7,4,0.0842067537412548,0.016477032428962826,0.001531213828398748,0.00035649579705011294,0.1280430665552184,0.07029960926517637,0.10661522782581978,1.0150096728995897,0.07222579388542265,0.289827409582874,5
calibration,20260410,sparse_full_noisy,mid_skew,20260326,8,2,0.04066193587531873,0.08242679522121733,0.00158141494299989,0.000452845399094065,0.2365898490869156,0.1538217411735567,0.16025751684416545,1.0149606077347777,0.016305955673373364,0.32837570031882735,9
calibration,20260410,sparse_full_noisy,mid_skew,20260326,9,3,0.0360514238998879,0.012752322414279524,0.0016295533659982943,0.00049404252658564,0.38165992165915147,0.18052090337781634,0.2894402868184352,1.2190145078483996,0.07751707312855549,0.06331160453487972,10
calibration,20260410,sparse_full_noisy,mid_skew,20260326,10,1,0.0,0.0,0.0017300568599193933,0.00046366867237335554,0.3466712642977184,0.21050682868757228,0.22814147503355495,1.2532335889250084,0.0,0.0,11
calibration,20260410,sparse_full_noisy,mid_skew,20260326,11,1,0.0,0.0,0.0018322523049930264,0.0005658641174469887,0.434267937169099,0.2208997416102669,0.3733665786283831,0.8606202148074158,0.0,0.0,12
calibration,20260410,sparse_full_noisy,mid_skew,20260327,0,5,0.15899250499015735,0.07230477346276296,0.0012782376015248718,0.0002008096871635899,0.34054477585520704,0.23828372885358032,0.2679702405537451,0.9554370662474189,0.13128439757107288,0.4050551152533547,2
calibration,20260410,sparse_full_noisy,mid_skew,20260327,1,16,0.26357139482742925,0.12694394076202306,0.0012789199201386524,0.00036857256997974565,0.15263325056447505,0.09018551771955463,0.11893493142884534,1.0478051763781775,0.1586930390674993,0.41015017948738963,1
calibration,20260410,sparse_full_noisy,mid_skew,20260327,2,4,0.1422592244033461,0.36691181819664875,0.0013083300438636487,0.00020246146364507548,0.2425244544242467,0.1951584051766777,0.2046156610421006,0.926566341452722,0.09101507919210712,0.31792368026466167,4
calibration,20260410,sparse_full_noisy,mid_skew,20260327,3,5,0.15290705641721378,0.2139583719448162,0.0013220089380446,0.00021169713347887506,0.1953066698222447,0.12123558367968106,0.16302937262840927,0.9647996534899047,0.1431245767502995,0.4004755661970497,3
calibration,20260410,sparse_full_noisy,mid_skew,20260327,4,1,0.0481903181238823,0.04094889269237217,0.0013253755199973665,4.713791847249472e-05,0.1578831992598191,0.12787113491226995,0.1344224836946497,0.8513494746518546,0.0,0.0,7
calibration,20260410,sparse_full_noisy,mid_skew,20260327,5,3,0.11271759940977039,0.026470374764440575,0.001359118878576814,0.00015997998048739603,0.422870578201191,0.22033535070599897,0.2799748068523861,0.9268643239460352,0.09925613974130822,0.3903213107734128,5
calibration,20260410,sparse_full_noisy,mid_skew,20260327,6,3,0.04422591960092796,0.023935227726201446,0.0013597143594218496,0.0003212358073964489,0.33416946220082083,0.19219561290815954,0.311796226195717,1.0437388107460885,0.11442525565210708,0.39610609714481815,8
calibration,20260410,sparse_full_noisy,mid_skew,20260327,7,3,0.05594539553039041,0.08661049433271117,0.0015026618857036794,0.0003295303937969002,0.28194446302284837,0.12122146795364824,0.23530478420682432,0.8347461278894828,0.0738969700987563,0.06439503155120127,6
calibration,20260410,sparse_full_noisy,mid_skew,20260327,8,2,0.021190586696882577,0.041916106118023634,0.0016540159490942897,0.00045988916359757863,0.29113284429360864,0.17434958901705877,0.25954274849545655,0.8518299081125064,0.06719154666216894,0.061230844684556696,9
calibration,20260410,sparse_full_noisy,mid_skew,20260327,9,1,0.0,0.0,0.0018399187744542298,0.000561681172929358,0.41722539048257873,0.3016764314255295,0.39098616181399864,1.1461016902316192,0.0,0.0,10
calibration,20260410,sparse_full_noisy,mid_skew,20260327,10,1,0.0,0.0,0.00187830079632242,0.0006000631947975482,0.32556963284646445,0.23978724855738373,0.35500934503980774,1.147478657583562,0.0,0.0,11
calibration,20260410,sparse_full_noisy,mid_skew,20260328,0,4,0.09294527696211916,0.0956230678547991,0.0012703297605924375,0.0003306449239495158,0.23464786559433354,0.18612562168794133,0.20970113230337745,0.8828524574477573,0.10438844294490453,0.4125034019246332,4
calibration,20260410,sparse_full_noisy,mid_skew,20260328,1,16,0.3280176863526147,0.5548434520838535,0.0012848578160648393,0.00042270644145739865,0.19457267206524834,0.12657672502986178,0.15468367673336622,1.03542469614192,0.25594239263048485,0.4908714890249465,1
calibration,20260410,sparse_full_noisy,mid_skew,20260328,2,8,0.26886965321830353,0.1571757147324406,0.0012952155381115564,0.000258664816861542,0.14798170984275388,0.08257305359525416,0.12238617853499931,1.0175924847184956,0.12190197290546263,0.45330181981002116,2
calibration,20260410,sparse_full_noisy,mid_skew,20260328,3,5,0.1841654730136859,0.12715878257430618,0.001330480687460414,0.0002453297982987652,0.30191378666238927,0.1428165247645234,0.24477183380794143,1.0399178059803402,0.1472847574072168,0.40536651064523666,3
calibration,20260410,sparse_full_noisy,mid_skew,20260328,4,2,0.05335757167003716,0.004630529640501845,0.001350976927476286,0.00032295006869860097,0.39897582439684326,0.18419382566507586,0.32596754090381364,1.0086151762117845,0.060442497433587046,0.37151163468958126,5
calibration,20260410,sparse_full_noisy,mid_skew,20260328,5,1,0.038429953932419325,0.05188366988716904,0.0014822484019975945,0.00021191864140515703,0.19577603623992426,0.08274818391142537,0.1592959265223981,1.1490415458442078,0.0,0.0,6
calibration,20260410,sparse_full_noisy,mid_skew,20260328,6,3,0.034214384850820234,0.008684783226929577,0.0015287248182078972,0.0004024119506732836,0.33735327662464476,0.17365079895897162,0.2812338312812061,0.8208577021966654,0.10198319167554255,0.05447433444894975,7
calibration,20260410,sparse_full_noisy,mid_skew,20260328,7,1,0.0,0.0,0.001730707376978245,0.0004603776163858075,0.3340583580047627,0.25498478587164075,0.29163708302352725,1.1995282540778927,0.0,0.0,8
calibration,20260410,sparse_full_noisy,mid_skew,20260328,8,1,0.0,0.0,0.0018768295536191742,0.0006064997930267367,0.2626109800620112,0.1212314424252566,0.20211133167647566,1.131056543492563,0.0,0.0,9
calibration,20260410,sparse_full_noisy,high_skew,20260324,0,2,0.0535129726813269,0.007191397912934149,0.001065905414705002,0.00022336544585259128,0.40710354915730995,0.2606514412251987,0.2841270320878967,1.1064347567411037,0.04956562273782816,0.07524705144532783,6
calibration,20260410,sparse_full_noisy,high_skew,20260324,1,11,0.24219121979708227,0.10224935842943644,0.0010986767084406406,0.00028665503148210325,0.15494400644452735,0.08768595901765044,0.129939489458576,0.9966434410993101,0.14434260778784255,0.3767027704293675,1
calibration,20260410,sparse_full_noisy,high_skew,20260324,2,8,0.22752221442441886,0.23384540850948995,0.0011270247213639479,0.00022899513869253552,0.18803473900898907,0.10695089531207409,0.1677311271163026,0.9851879853835378,0.14386205451652154,0.3143651906028822,2
calibration,20260410,sparse_full_noisy,high_skew,20260324,3,2,0.06725255864389,0.03170428458636082,0.0011600536869928076,0.00019958448679158333,0.35715684907851974,0.19949932654921693,0.2867591804699782,1.123862712100942,0.07110938607431622,0.030225284691579576,5
