e,w,a1,a2,mean_collapse_error,max_collapse_error
0.85,0.4,1.5,4.0,1.7417146736420954e-09,1.7519458095633678e-09
0.85,0.4,2.5,4.0,2.8539403963564306e-09,2.870707021292372e-09
0.85,0.5,0.75,1.0,1.9066036730955545e-15,5.4449054346167804e-15
0.85,0.5,0.75,1.5,0.0,0.0
0.85,0.5,0.75,2.5,2.9802446858397555e-09,2.986733500430798e-09
0.85,0.5,0.75,4.0,1.9066036730955545e-15,5.4449054346167804e-15
0.85,0.5,1.0,1.5,1.9066036730955545e-15,5.4449054346167804e-15
0.85,0.5,1.0,2.5,2.9802428206593794e-09,2.986733348233119e-09
0.85,0.5,1.0,4.0,0.0,0.0
0.85,0.5,1.5,2.5,2.9802446858397555e-09,2.986733500430798e-09
0.85,0.5,1.5,4.0,1.9066036730955545e-15,5.4449054346167804e-15
0.85,0.5,2.5,4.0,2.9802428206593794e-09,2.986733348233119e-09
0.85,0.6,0.75,1.0,8.758118230999028e-11,2.2705083818791236e-10
0.85,0.6,0.75,1.5,0.0,0.0
0.85,0.6,0.75,2.5,4.214704394154303e-09,4.222086028655003e-09
0.85,0.6,0.75,4.0,8.758118230999028e-11,2.2705083818791236e-10
0.85,0.6,1.0,1.5,8.758118230999028e-11,2.2705083818791236e-10
0.85,0.6,1.0,2.5,4.214715456266924e-09,4.39183893034482e-09
0.85,0.6,1.0,4.0,0.0,0.0
0.85,0.6,1.5,2.5,4.214704394154303e-09,4.222086028655003e-09
0.85,0.6,1.5,4.0,8.758118230999028e-11,2.2705083818791236e-10
0.85,0.6,2.5,4.0,4.214715456266924e-09,4.39183893034482e-09
0.85,0.7,0.75,1.0,1.4049007828785556e-08,1.4067261965492326e-08
0.85,0.7,0.75,1.5,0.0,0.0
0.85,0.7,0.75,2.5,7.209462541980469e-10,7.218855013660636e-10
0.85,0.7,0.75,4.0,1.4049007828785556e-08,1.4067261965492326e-08
0.85,0.7,1.0,1.5,1.4049007828785556e-08,1.4067261965492326e-08
0.85,0.7,1.0,2.5,1.332806157458753e-08,1.3345376464126263e-08
0.85,0.7,1.0,4.0,0.0,0.0
0.85,0.7,1.5,2.5,7.209462541980469e-10,7.218855013660636e-10
0.85,0.7,1.5,4.0,1.4049007828785556e-08,1.4067261965492326e-08
0.85,0.7,2.5,4.0,1.332806157458753e-08,1.3345376464126263e-08
0.9,0.3,0.75,1.0,1.930361305099285e-11,8.808656211661296e-10
0.9,0.3,0.75,1.5,0.0,0.0
0.9,0.3,0.75,2.5,1.930531071498272e-11,8.80865477751535e-10
0.9,0.3,0.75,4.0,1.930361305099285e-11,8.808656211661296e-10
0.9,0.3,1.0,1.5,1.930361305099285e-11,8.808656211661296e-10
0.9,0.3,1.0,2.5,3.0086219654460866e-15,8.444266117371776e-15
0.9,0.3,1.0,4.0,0.0,0.0
0.9,0.3,1.5,2.5,1.930531071498272e-11,8.80865477751535e-10
0.9,0.3,1.5,4.0,1.930361305099285e-11,8.808656211661296e-10
0.9,0.3,2.5,4.0,3.0086219654460866e-15,8.444266117371776e-15
0.9,0.4,0.75,1.0,4.301603738410569e-09,4.311438754176064e-09
0.9,0.4,0.75,1.5,0.0,0.0
0.9,0.4,0.75,2.5,3.3177462672044635e-09,3.325332594258798e-09
0.9,0.4,0.75,4.0,4.301603738410569e-09,4.311438754176064e-09
0.9,0.4,1.0,1.5,4.301603738410569e-09,4.311438754176064e-09
0.9,0.4,1.0,2.5,9.838574712062008e-10,9.86106159917275e-10
0.9,0.4,1.0,4.0,0.0,0.0
0.9,0.4,1.5,2.5,3.3177462672044635e-09,3.325332594258798e-09
0.9,0.4,1.5,4.0,4.301603738410569e-09,4.311438754176064e-09
0.9,0.4,2.5,4.0,9.838574712062008e-10,9.86106159917275e-10
0.9,0.5,0.75,1.0,7.286127992081519e-09,7.3082635605670285e-09
0.9,0.5,0.75,1.5,0.0,0.0
0.9,0.5,0.75,2.5,8.603221280995501e-09,8.629359119400932e-09
0.9,0.5,0.75,4.0,7.286127992081519e-09,7.3082635605670285e-09
0.9,0.5,1.0,1.5,7.286127992081519e-09,7.3082635605670285e-09
0.9,0.5,1.0,2.5,1.3170932889140806e-09,1.321095558833904e-09
0.9,0.5,1.0,4.0,0.0,0.0
0.9,0.5,1.5,2.5,8.603221280995501e-09,8.629359119400932e-09
0.9,0.5,1.5,4.0,7.286127992081519e-09,7.3082635605670285e-09
0.9,0.5,2.5,4.0,1.3170932889140806e-09,1.321095558833904e-09
0.9,0.6,0.75,1.0,2.314574975374189e-15,6.043900071080248e-15
0.9,0.6,0.75,1.5,0.0,0.0
0.9,0.6,0.75,2.5,1.5233174090008904e-15,4.794569825980851e-15
0.9,0.6,0.75,4.0,2.314574975374189e-15,6.043900071080248e-15
0.9,0.6,1.0,1.5,2.314574975374189e-15,6.043900071080248e-15
0.9,0.6,1.0,2.5,1.953822364701727e-15,5.442995053141237e-15
0.9,0.6,1.0,4.0,0.0,0.0
0.9,0.6,1.5,2.5,1.5233174090008904e-15,4.794569825980851e-15
0.9,0.6,1.5,4.0,2.314574975374189e-15,6.043900071080248e-15
0.9,0.6,2.5,4.0,1.953822364701727e-15,5.442995053141237e-15
0.9,0.7,0.75,1.0,2.0695715309247875e-15,5.473991326239822e-15
0.9,0.7,0.75,1.5,0.0,0.0
0.9,0.7,0.75,2.5,2.436768693191229e-15,6.73059832257867e-15
0.9,0.7,0.75,4.0,2.0695715309247875e-15,5.473991326239822e-15
0.9,0.7,1.0,1.5,2.0695715309247875e-15,5.473991326239822e-15
0.9,0.7,1.0,2.5,1.2322147931374683e-15,3.6418022968069345e-15
0.9,0.7,1.0,4.0,0.0,0.0
0.9,0.7,1.5,2.5,2.436768693191229e-15,6.73059832257867e-15
0.9,0.7,1.5,4.0,2.0695715309247875e-15,5.473991326239822e-15
0.9,0.7,2.5,4.0,1.2322147931374683e-15,3.6418022968069345e-15
