split,observation_seed,condition,geometry_skew_bin,mean_band_candidate_count,mean_frontier_candidate_count,mean_cluster_count,mean_cluster_entropy,mean_geometry_span_norm_set,consensus_geometry_bank_span_norm,compression_load,mean_alpha_log_span_set,mean_ambiguity_ratio,mean_poison_pull,mean_supportive_pull,mode_persistence_rate,true_alpha,true_t,true_rotation_shift,alpha_fan,broad_fan,compact_minor,dominant_core,fringe_singleton,dominant_core_mean_mass,broad_fan_mean_mass,alpha_fan_mean_mass,fringe_singleton_mean_mass,compact_minor_mean_mass,fan_vs_core,fringe_vs_fan,useful_structure_ratio,fringe_burden,residual_shell_mass,residual_shell_alpha_mass,gate_open_flag,anchored_alpha_output_abs_error,refined_alpha_output_abs_error,correction_pressure,correction_flux,refined_alpha_bank_log_span,triggered_alpha_output_abs_error,improve,fan_rule_fire_flag,fan_rule_output_abs_error
holdout,20260424,sparse_partial_high_noise,low_skew,110.0,16.0,19.0,0.820276100116816,0.916341714924182,0.0540276922278913,16.96059330202388,0.5712137092713883,0.6238700791860337,0.0,0.3926299872060272,0.9792951952647744,0.7901446823273661,-0.111493954288097,51,0.536269121882142,2.5426103288322577,0.318525227296099,1.2933742902577932,0.3092210317317039,0.25867485805155865,0.5085220657664515,0.10725382437642841,0.06184420634634078,0.0637050454592198,0.6628312105785764,0.10842893307357211,1.6026477109202424,0.09369672907595068,0.30971810477113776,0.2682791807035718,1,0.2325172940803193,0.2710744514583343,0.2593121511947079,0.0554145729409353,0.2277433176317298,0.2710744514583343,-0.03855715737801502,1,0.2710744514583343
holdout,20260424,sparse_partial_high_noise,mid_skew,92.6,16.0,18.4,0.854234919957754,0.8884171253505851,0.0425278463171069,20.890244916851497,0.4292899895975133,0.4833741875704401,0.0,0.5000403455245087,0.963998353258565,0.8649653549713395,-0.2613324334384325,2,0.7616439306572318,2.27269176671498,0.7100325441794452,1.0154543777239942,0.2401773807243448,0.20309087554479882,0.45453835334299597,0.15232878613144635,0.04803547614486896,0.14200650883588903,0.6911772369238012,0.0955789444783034,1.5436693301678122,0.11903873056281347,0.3573697949719596,0.30740183663589177,1,0.1269971706939532,0.1187679674850199,0.4202691516612276,0.0868525103520393,0.2602262561790263,0.1187679674850199,0.008229203208933292,1,0.1187679674850199
confirmation,20260425,sparse_full_noisy,low_skew,3.6,16.0,10.6,0.4157365592351027,0.2867226050432915,0.2615504191445587,1.0962421929242645,0.1073299471161958,0.6546524531311183,0.003897029934219,0.1140414673113901,0.8342745476716352,1.1796315323071715,0.1642200815807478,57,2.239140064443622,0.5736859645262127,2.187173971030165,0.0,0.0,0.0,0.11473719290524254,0.44782801288872437,0.0,0.43743479420603304,1.0,0.0,1.2860550035006981,0.21871739710301652,0.274943023439832,0.18694636001803583,1,0.0134894336905946,0.0096074281992755,0.2179322795444373,0.0128300091705093,0.0683822328004622,0.0134894336905946,0.003882005491319099,1,0.0096074281992755
confirmation,20260425,sparse_full_noisy,mid_skew,21.6,16.0,11.2,0.7558189099488216,0.7702607198413636,0.0603639244949809,12.760282342235842,0.3225915510254872,0.421338843055948,0.0036507662447089,0.3493830423020895,0.945995349139397,1.1188307723106752,0.4398380556486153,28,0.9071498638750871,0.0,2.0562480664784606,2.03660206964645,0.0,0.40732041392929,0.0,0.18142997277501743,0.0,0.4112496132956921,0.0,0.0,0.22164258003689624,0.20562480664784605,0.00615046485834166,0.0,1,0.1348241242163032,0.0779948669687526,0.4706280000810101,0.0561467712108015,0.107005918889715,0.0779948669687526,0.056829257247550585,0,0.1348241242163032
confirmation,20260425,sparse_full_noisy,high_skew,11.6,16.0,11.2,0.6974245696137628,0.6588546444726565,0.1682511957398203,3.915898734482063,0.368543234330112,0.5688885590839596,0.0125931486305657,0.3102897136045455,0.8266651280655456,0.8339713012585691,-0.4506096132343951,42,1.9485853730933127,1.73943407506579,1.3119805518408962,0.0,0.0,0.0,0.347886815013158,0.38971707461866256,0.0,0.2623961103681792,1.0,0.0,2.8110321017977626,0.1311980551840896,0.0,0.0,1,0.1699302314213785,0.1841106996834077,0.1850566574310133,0.0459122205456249,0.1959133931209454,0.1699302314213785,-0.014180468262029206,1,0.1841106996834077
confirmation,20260425,sparse_partial_high_noise,low_skew,89.0,16.0,17.8,0.8597924083671235,0.8959511365490849,0.0497517477223169,18.00843543325799,0.3801279524610919,0.4245383849928202,0.0,0.2706329811613611,0.940537360952876,1.1495547960554364,0.0352311642811305,17,1.1933039863098274,1.8825678527723295,0.8787108340323626,0.8253828770075298,0.2200344498779468,0.16507657540150594,0.3765135705544659,0.23866079726196548,0.04400688997558936,0.17574216680647253,0.695200186646443,0.10464862974828812,1.5985795029448135,0.13187797337882562,0.33196357008695604,0.28435723002800817,1,0.1564224075627479,0.1871678371072441,0.3545819474800705,0.0594372620037681,0.1517918974878348,0.1871678371072441,-0.030745429544496217,1,0.1871678371072441
confirmation,20260425,sparse_partial_high_noise,mid_skew,96.2,16.0,18.8,0.8470797808537676,0.9138922475192086,0.0536045852276168,17.0487700564909,0.4817383003142186,0.5281209404502063,0.0,0.5242825323800414,0.9697564734539592,1.1089816388146323,0.4107765071958683,48,0.7891099964341026,2.4905410621121606,0.5452012479754383,0.834619186233456,0.3405285072448383,0.1669238372466912,0.49810821242243214,0.15782199928682053,0.06810570144896766,0.10904024959508767,0.7489988079074661,0.12028263484961982,1.9063871168920454,0.1226258262465115,0.4676556252297873,0.4339101844868141,1,0.0915245333597265,0.0050201511810685,0.6118002099744391,0.0815985822116265,0.0818292538531507,0.0050201511810685,0.08650438217865801,1,0.0050201511810685
confirmation,20260426,sparse_full_noisy,low_skew,8.4,16.0,10.4,0.6676835054285195,0.5428398510876226,0.1357055359127197,4.000130484262302,0.4171024124447567,0.8870222064296625,0.0041907501659439,0.2879032782597195,0.8802369785679025,1.2103793013687527,0.0421260046911954,42,2.2081983001263934,0.926076212318508,1.8657254875550975,0.0,0.0,0.0,0.1852152424637016,0.44163966002527866,0.0,0.3731450975110195,1.0,0.0,1.6799226538691652,0.18657254875550974,0.01310042441218406,0.01310042441218406,1,0.1733403266715225,0.1559955568785529,0.1926712321358024,0.0542212607459837,0.2046013763504464,0.1733403266715225,0.01734476979296959,1,0.1559955568785529
confirmation,20260426,sparse_full_noisy,mid_skew,32.6,16.0,13.6,0.7673409423523967,0.8279156214100357,0.0784122137543046,10.558503347504136,0.3849701391506401,0.4660071454169365,0.0013450115997035,0.4720355618831932,0.90130099678962,1.1128276435635405,-0.3502386937793725,59,1.4074761254453716,0.2818469974423647,0.843624345648243,2.4281392495995715,0.038913281864446495,0.4856278499199143,0.056369399488472936,0.2814952250890743,0.007782656372889299,0.1687248691296486,0.10400310988663228,0.12131577497232898,0.5102651770598794,0.0921450909377136,0.0,0.0,1,0.1343659243928037,0.1417898058838909,0.137172793607708,0.0316860164148983,0.1335355232157717,0.1343659243928037,-0.007423881491087192,0,0.1343659243928037
confirmation,20260426,sparse_full_noisy,high_skew,40.8,16.0,14.6,0.7755082841798371,0.8238572072553844,0.0860155194150343,9.57800653717131,0.2736387897598069,0.3328906984431189,0.0,0.3369278798457472,0.9814403135207466,0.8937364337370768,-0.5769045728103854,17,0.7039950077263608,0.0,1.8006865375082601,2.308259401159875,0.1870590536055014,0.461651880231975,0.0,0.14079900154527217,0.03741181072110028,0.360137307501652,0.0,1.0,0.16387201807085783,0.2174804644719263,0.0,0.0,1,0.1075071800340565,0.1008439728974673,0.207203569942296,0.027497613486472,0.1024943587193967,0.1075071800340565,0.006663207136589203,0,0.1075071800340565
confirmation,20260426,sparse_partial_high_noise,low_skew,90.2,16.0,18.6,0.8320228477108655,0.9173436427096556,0.0436238512832603,21.02848821744596,0.4795736144068042,0.5230164988924114,0.0,0.4463784042389939,0.9550695012598328,0.8367153816937006,-0.0972138036497584,58,0.8838717855265863,1.8343159960976136,0.5709271417231672,1.3727914829850145,0.3380935936676147,0.2745582965970029,0.3668631992195227,0.17677435710531725,0.06761871873352295,0.11418542834463344,0.5719533904184301,0.15563068551182027,1.1912407864828671,0.12471143290583966,0.4045831576176294,0.3493390460387903,1,0.1493433636107092,0.108822560876836,0.6471302736135719,0.1097454527750596,0.3058555061768827,0.108822560876836,0.04052080273387321,1,0.108822560876836
confirmation,20260426,sparse_partial_high_noise,high_skew,105.4,16.0,18.4,0.8452721355954473,0.9196930592918612,0.059010858031999,15.585149749782513,0.5136310551657424,0.5592869610707524,0.0,0.294496861274063,0.9380292567768704,0.8019425689008923,-0.6495091928693849,42,0.7896148786437408,2.54714863914738,0.3899608491939321,0.9656073721790994,0.307668260835843,0.1931214744358199,0.5094297278294759,0.15792297572874817,0.06153365216716859,0.07799216983878642,0.7251140218490527,0.10777162655778419,2.006187065689964,0.1005297370865618,0.37234069789759616,0.3311478475984917,1,0.192432371795076,0.1587737791541081,0.2887925656230587,0.0716847779968539,0.2008351329237524,0.1587737791541081,0.033658592640967905,1,0.1587737791541081
confirmation,20260427,sparse_full_noisy,mid_skew,23.6,16.0,11.8,0.7110329359130747,0.7677627600943113,0.0713246614371991,10.764337953013923,0.3535276582367769,0.4746442770347698,0.0024730577177968,0.3819007879281836,0.9122390251985848,1.142549518606605,-0.4232779746677641,60,1.7365954572410631,0.0935249465337972,0.9688699139130031,2.201009682312135,0.0,0.44020193646242695,0.01870498930675944,0.3473190914482126,0.0,0.19377398278260063,0.04075987581884387,0.0,0.5773469774543694,0.09688699139130032,0.00682574075494292,0.00682574075494292,1,0.1534940234350208,0.1830057668405224,0.2034156601585257,0.0459580616286134,0.2086907911055056,0.1534940234350208,-0.029511743405501584,0,0.1534940234350208
confirmation,20260427,sparse_full_noisy,high_skew,15.0,16.0,11.0,0.8049823989623107,0.6942221154306121,0.0903047316328348,7.687549731648755,0.4429041809469699,0.6389790549747035,0.0004319000674349,0.4703819115828865,0.915678531726557,1.1904656127747275,-0.4860245342239679,60,1.975163612792924,0.6119112569931694,1.9079517689627046,0.5049733612512008,0.0,0.10099467225024017,0.12238225139863387,0.3950327225585848,0.0,0.3815903537925409,0.547873295949793,0.0,1.0721737021143087,0.19079517689627046,0.0,0.0,1,0.0974396995404101,0.0348408512115014,0.3251520008223166,0.0597861999167807,0.1079710435930561,0.0348408512115014,0.06259884832890869,1,0.0348408512115014
confirmation,20260427,sparse_partial_high_noise,mid_skew,86.4,16.0,18.2,0.8313376896679265,0.8881097807311302,0.0451559137268153,19.6676294959731,0.44755169851471,0.504511181796189,0.0,0.5081446531592306,0.950205796919098,0.8371333086222645,0.323964267389595,6,0.8569807996887728,2.2933643823922734,0.7549640996012333,0.8721443012231122,0.2225464170946041,0.17442886024462242,0.45867287647845467,0.17139615993775456,0.04450928341892082,0.15099281992024666,0.7244852602245841,0.0884556070668295,1.7032070803489194,0.12000569337904415,0.42868237987619195,0.30509098266806417,1,0.171997421302511,0.1677138802061315,0.3210613806320467,0.0712556096377789,0.259926664292946,0.1677138802061315,0.0042835410963794895,1,0.1677138802061315
confirmation,20260427,sparse_partial_high_noise,high_skew,93.4,16.0,18.4,0.8138059518488874,0.904560999413652,0.0774649376361126,11.677037728511168,0.570426816928871,0.6309840853700888,0.0,0.34702206934558,0.9401266070485156,0.8731351834837112,-0.6812330477156526,52,0.6884399348548074,2.4057663743091195,0.1456899262346652,1.486045738365054,0.2740580262363495,0.2972091476730108,0.4811532748618239,0.13768798697096146,0.0548116052472699,0.02913798524693304,0.6181609760847498,0.10226715831849502,1.6235788396416106,0.06938059787073642,0.15926237688988928,0.1311145694840185,1,0.1482877239998238,0.1118721343335252,0.2350316447583508,0.0703002170303108,0.2510819621168169,0.1482877239998238,0.036415589666298584,1,0.1118721343335252
