e,a,c,b,normalized_width,normalized_area,normalized_perimeter,normalized_major_tip_curvature,normalized_minor_tip_curvature,max_equation_residual,rms_equation_residual
0.25,0.75,0.1875,0.7261843774138906,0.9682458365518541,0.9682458365518541,0.9841869564718385,1.0666666666666667,0.9682458365518541,4.440892098500626e-16,1.1749496091904414e-16
0.25,1.0,0.25,0.9682458365518543,0.9682458365518543,0.9682458365518543,0.9841869564718382,1.0666666666666664,0.9682458365518543,3.3306690738754696e-16,1.3866681133119837e-16
0.25,1.5,0.375,1.4523687548277813,0.9682458365518541,0.9682458365518541,0.9841869564718385,1.0666666666666667,0.9682458365518541,4.440892098500626e-16,1.1749496091904414e-16
0.25,2.5,0.625,2.4206145913796355,0.9682458365518543,0.9682458365518543,0.984186956471838,1.0666666666666667,0.9682458365518543,3.3306690738754696e-16,1.2342964081646187e-16
0.25,4.0,1.0,3.872983346207417,0.9682458365518543,0.9682458365518543,0.9841869564718382,1.0666666666666664,0.9682458365518543,3.3306690738754696e-16,1.3866681133119837e-16
0.3,0.75,0.22499999999999998,0.7154544010627092,0.9539392014169455,0.9539392014169455,0.9771053310612569,1.098901098901099,0.9539392014169455,4.440892098500626e-16,1.3642648929939613e-16
0.3,1.0,0.3,0.9539392014169457,0.9539392014169457,0.9539392014169457,0.9771053310612574,1.0989010989010988,0.9539392014169457,4.440892098500626e-16,1.3651680807082476e-16
0.3,1.5,0.44999999999999996,1.4309088021254184,0.9539392014169455,0.9539392014169455,0.9771053310612569,1.098901098901099,0.9539392014169455,4.440892098500626e-16,1.3642648929939613e-16
0.3,2.5,0.75,2.384848003542364,0.9539392014169457,0.9539392014169457,0.9771053310612575,1.098901098901099,0.9539392014169457,3.3306690738754696e-16,1.3136335981433191e-16
0.3,4.0,1.2,3.8157568056677826,0.9539392014169457,0.9539392014169457,0.9771053310612574,1.0989010989010988,0.9539392014169457,4.440892098500626e-16,1.3651680807082476e-16
0.35,0.75,0.26249999999999996,0.7025622748198198,0.9367496997597597,0.9367496997597597,0.9686330703401825,1.1396011396011396,0.9367496997597597,4.440892098500626e-16,1.3786448939146278e-16
0.35,1.0,0.35,0.9367496997597597,0.9367496997597597,0.9367496997597597,0.9686330703401824,1.1396011396011396,0.9367496997597597,8.881784197001252e-16,1.570877308749629e-16
0.35,1.5,0.5249999999999999,1.4051245496396396,0.9367496997597597,0.9367496997597597,0.9686330703401825,1.1396011396011396,0.9367496997597597,4.440892098500626e-16,1.3786448939146278e-16
0.35,2.5,0.875,2.341874249399399,0.9367496997597596,0.9367496997597596,0.968633070340183,1.1396011396011398,0.9367496997597596,4.440892098500626e-16,1.9401921637048005e-16
0.35,4.0,1.4,3.746998799039039,0.9367496997597597,0.9367496997597597,0.9686330703401824,1.1396011396011396,0.9367496997597597,8.881784197001252e-16,1.570877308749629e-16
0.4,0.75,0.30000000000000004,0.687386354243376,0.916515138991168,0.916515138991168,0.9587122064467144,1.1904761904761905,0.916515138991168,4.440892098500626e-16,1.6180334141179636e-16
0.4,1.0,0.4,0.916515138991168,0.916515138991168,0.916515138991168,0.9587122064467146,1.1904761904761905,0.916515138991168,4.440892098500626e-16,1.3597399555105182e-16
0.4,1.5,0.6000000000000001,1.374772708486752,0.916515138991168,0.916515138991168,0.9587122064467144,1.1904761904761905,0.916515138991168,4.440892098500626e-16,1.6180334141179636e-16
0.4,2.5,1.0,2.29128784747792,0.916515138991168,0.916515138991168,0.9587122064467142,1.1904761904761905,0.916515138991168,4.440892098500626e-16,1.4025768721873673e-16
0.4,4.0,1.6,3.666060555964672,0.916515138991168,0.916515138991168,0.9587122064467146,1.1904761904761905,0.916515138991168,4.440892098500626e-16,1.3597399555105182e-16
0.45,0.75,0.3375,0.6697714162309407,0.8930285549745877,0.8930285549745877,0.9472700224694989,1.2539184952978055,0.8930285549745877,6.661338147750939e-16,2.0894621490547601e-16
0.45,1.0,0.45,0.8930285549745876,0.8930285549745876,0.8930285549745876,0.9472700224694985,1.2539184952978057,0.8930285549745876,4.440892098500626e-16,1.513328059433826e-16
0.45,1.5,0.675,1.3395428324618814,0.8930285549745877,0.8930285549745877,0.9472700224694989,1.2539184952978055,0.8930285549745877,6.661338147750939e-16,2.0894621490547601e-16
0.45,2.5,1.125,2.2325713874364688,0.8930285549745876,0.8930285549745876,0.9472700224694985,1.253918495297806,0.8930285549745876,6.661338147750939e-16,2.2143314033844056e-16
0.45,4.0,1.8,3.57211421989835,0.8930285549745876,0.8930285549745876,0.9472700224694985,1.2539184952978057,0.8930285549745876,4.440892098500626e-16,1.513328059433826e-16
0.5,0.75,0.375,0.649519052838329,0.8660254037844387,0.8660254037844387,0.9342154574172863,1.3333333333333333,0.8660254037844387,4.440892098500626e-16,1.681538969858137e-16
0.5,1.0,0.5,0.8660254037844386,0.8660254037844386,0.8660254037844386,0.9342154574172863,1.3333333333333335,0.8660254037844386,4.440892098500626e-16,1.8343894894033214e-16
0.5,1.5,0.75,1.299038105676658,0.8660254037844387,0.8660254037844387,0.9342154574172863,1.3333333333333333,0.8660254037844387,4.440892098500626e-16,1.681538969858137e-16
0.5,2.5,1.25,2.165063509461097,0.8660254037844387,0.8660254037844387,0.9342154574172866,1.333333333333333,0.8660254037844387,6.661338147750939e-16,2.1344019601872895e-16
0.5,4.0,2.0,3.4641016151377544,0.8660254037844386,0.8660254037844386,0.9342154574172863,1.3333333333333335,0.8660254037844386,4.440892098500626e-16,1.8343894894033214e-16
0.55,0.75,0.41250000000000003,0.6263734908183775,0.8351646544245033,0.8351646544245033,0.9194339597931703,1.4336917562724014,0.8351646544245033,7.771561172376096e-16,2.2633306217340287e-16
0.55,1.0,0.55,0.8351646544245033,0.8351646544245033,0.8351646544245033,0.9194339597931697,1.4336917562724014,0.8351646544245033,8.881784197001252e-16,2.1704789145178836e-16
0.55,1.5,0.8250000000000001,1.252746981636755,0.8351646544245033,0.8351646544245033,0.9194339597931703,1.4336917562724014,0.8351646544245033,7.771561172376096e-16,2.2633306217340287e-16
0.55,2.5,1.375,2.0879116360612584,0.8351646544245034,0.8351646544245034,0.9194339597931698,1.4336917562724012,0.8351646544245034,8.881784197001252e-16,2.4232381977921417e-16
0.55,4.0,2.2,3.340658617698013,0.8351646544245033,0.8351646544245033,0.9194339597931697,1.4336917562724014,0.8351646544245033,8.881784197001252e-16,2.1704789145178836e-16
0.6,0.75,0.44999999999999996,0.6000000000000001,0.8000000000000002,0.8000000000000002,0.9027799244388575,1.5624999999999996,0.8000000000000002,1.3322676295501878e-15,2.691231908635972e-16
0.6,1.0,0.6,0.8,0.8,0.8,0.9027799244388572,1.5624999999999998,0.8,8.881784197001252e-16,2.506744930811893e-16
0.6,1.5,0.8999999999999999,1.2000000000000002,0.8000000000000002,0.8000000000000002,0.9027799244388575,1.5624999999999996,0.8000000000000002,1.3322676295501878e-15,2.691231908635972e-16
0.6,2.5,1.5,2.0,0.8,0.8,0.9027799244388571,1.5625,0.8,7.771561172376096e-16,1.9280837678519101e-16
0.6,4.0,2.4,3.2,0.8,0.8,0.9027799244388572,1.5624999999999998,0.8,8.881784197001252e-16,2.506744930811893e-16
0.65,0.75,0.48750000000000004,0.5699506557588999,0.7599342076785333,0.7599342076785333,0.884065180440548,1.7316017316017314,0.7599342076785333,1.4432899320127035e-15,3.417251320520601e-16
0.65,1.0,0.65,0.7599342076785331,0.7599342076785331,0.7599342076785331,0.8840651804405475,1.7316017316017318,0.7599342076785331,8.881784197001252e-16,2.956613756644641e-16
0.65,1.5,0.9750000000000001,1.1399013115177998,0.7599342076785333,0.7599342076785333,0.884065180440548,1.7316017316017314,0.7599342076785333,1.4432899320127035e-15,3.417251320520601e-16
0.65,2.5,1.625,1.899835519196333,0.7599342076785331,0.7599342076785331,0.8840651804405482,1.7316017316017316,0.7599342076785331,1.1102230246251565e-15,2.5433559371059917e-16
0.65,4.0,2.6,3.0397368307141326,0.7599342076785331,0.7599342076785331,0.8840651804405475,1.7316017316017318,0.7599342076785331,8.881784197001252e-16,2.956613756644641e-16
0.7,0.75,0.5249999999999999,0.5356071321407139,0.7141428428542852,0.7141428428542852,0.8630406468948012,1.9607843137254894,0.7141428428542852,1.3322676295501878e-15,3.200062597184664e-16
0.7,1.0,0.7,0.714142842854285,0.714142842854285,0.714142842854285,0.8630406468948009,1.9607843137254901,0.714142842854285,1.3322676295501878e-15,3.0867394805640033e-16
0.7,1.5,1.0499999999999998,1.0712142642814277,0.7141428428542852,0.7141428428542852,0.8630406468948012,1.9607843137254894,0.7141428428542852,1.3322676295501878e-15,3.200062597184664e-16
0.7,2.5,1.75,1.7853571071357126,0.7141428428542851,0.7141428428542851,0.8630406468948014,1.96078431372549,0.7141428428542851,1.1102230246251565e-15,3.304289328482687e-16
0.7,4.0,2.8,2.85657137141714,0.714142842854285,0.714142842854285,0.8630406468948009,1.9607843137254901,0.714142842854285,1.3322676295501878e-15,3.0867394805640033e-16
0.75,0.75,0.5625,0.49607837082461076,0.6614378277661477,0.6614378277661477,0.8393652940021298,2.2857142857142856,0.6614378277661477,1.5543122344752192e-15,3.827935646595994e-16
0.75,1.0,0.75,0.6614378277661477,0.6614378277661477,0.6614378277661477,0.8393652940021299,2.2857142857142856,0.6614378277661477,1.2212453270876722e-15,3.394814396577995e-16
0.75,1.5,1.125,0.9921567416492215,0.6614378277661477,0.6614378277661477,0.8393652940021298,2.2857142857142856,0.6614378277661477,1.5543122344752192e-15,3.827935646595994e-16
0.75,2.5,1.875,1.653594569415369,0.6614378277661477,0.6614378277661477,0.8393652940021297,2.2857142857142856,0.6614378277661477,2.55351295663786e-15,4.215924841687874e-16
0.75,4.0,3.0,2.6457513110645907,0.6614378277661477,0.6614378277661477,0.8393652940021299,2.2857142857142856,0.6614378277661477,1.2212453270876722e-15,3.394814396577995e-16
0.8,0.75,0.6000000000000001,0.4499999999999999,0.5999999999999999,0.5999999999999999,0.8125492133612457,2.777777777777779,0.5999999999999999,1.7763568394002505e-15,4.982415740499153e-16
0.8,1.0,0.8,0.5999999999999999,0.5999999999999999,0.5999999999999999,0.8125492133612457,2.777777777777779,0.5999999999999999,1.7763568394002505e-15,4.833488258616755e-16
0.8,1.5,1.2000000000000002,0.8999999999999998,0.5999999999999999,0.5999999999999999,0.8125492133612457,2.777777777777779,0.5999999999999999,1.7763568394002505e-15,4.982415740499153e-16
0.8,2.5,2.0,1.5,0.6,0.6,0.8125492133612455,2.7777777777777777,0.6,2.7755575615628914e-15,4.702944570174533e-16
0.8,4.0,3.2,2.3999999999999995,0.5999999999999999,0.5999999999999999,0.8125492133612457,2.777777777777779,0.5999999999999999,1.7763568394002505e-15,4.833488258616755e-16
0.85,0.75,0.6375,0.39508701573197774,0.526782687642637,0.526782687642637,0.781836629187332,3.6036036036036028,0.526782687642637,3.774758283725532e-15,7.625866498750254e-16
0.85,1.0,0.85,0.526782687642637,0.526782687642637,0.526782687642637,0.7818366291873319,3.6036036036036028,0.526782687642637,2.220446049250313e-15,6.123763163443198e-16
0.85,1.5,1.275,0.7901740314639555,0.526782687642637,0.526782687642637,0.781836629187332,3.6036036036036028,0.526782687642637,3.774758283725532e-15,7.625866498750254e-16
0.85,2.5,2.125,1.3169567191065923,0.5267826876426369,0.5267826876426369,0.7818366291873319,3.603603603603604,0.5267826876426369,4.6629367034256575e-15,8.662443559343976e-16
0.85,4.0,3.4,2.107130750570548,0.526782687642637,0.526782687642637,0.7818366291873319,3.6036036036036028,0.526782687642637,2.220446049250313e-15,6.123763163443198e-16
0.9,0.75,0.675,0.3269174207655504,0.4358898943540672,0.4358898943540672,0.7459198100447656,5.263157894736846,0.4358898943540672,5.218048215738236e-15,1.1733014256023599e-15
0.9,1.0,0.9,0.4358898943540673,0.4358898943540673,0.4358898943540673,0.7459198100447653,5.263157894736844,0.4358898943540673,3.219646771412954e-15,8.486200862323018e-16
0.9,1.5,1.35,0.6538348415311008,0.4358898943540672,0.4358898943540672,0.7459198100447656,5.263157894736846,0.4358898943540672,5.218048215738236e-15,1.1733014256023599e-15
0.9,2.5,2.25,1.0897247358851685,0.4358898943540674,0.4358898943540674,0.7459198100447657,5.263157894736841,0.4358898943540674,7.327471962526033e-15,1.3466781045582237e-15
0.9,4.0,3.6,1.743559577416269,0.4358898943540673,0.4358898943540673,0.7459198100447653,5.263157894736844,0.4358898943540673,3.219646771412954e-15,8.486200862323018e-16
0.95,0.75,0.7124999999999999,0.2341874249399401,0.31224989991992014,0.31224989991992014,0.7019824344731073,10.256410256410241,0.31224989991992014,1.587618925213974e-14,3.071190750914266e-15
0.95,1.0,0.95,0.31224989991991997,0.31224989991991997,0.31224989991991997,0.7019824344731072,10.256410256410254,0.31224989991991997,1.0658141036401503e-14,2.961154416872654e-15
0.95,1.5,1.4249999999999998,0.4683748498798802,0.31224989991992014,0.31224989991992014,0.7019824344731073,10.256410256410241,0.31224989991992014,1.587618925213974e-14,3.071190750914266e-15
0.95,2.5,2.375,0.7806247497997998,0.3122498999199199,0.3122498999199199,0.7019824344731072,10.256410256410257,0.3122498999199199,1.4210854715202004e-14,3.1364301515766568e-15
0.95,4.0,3.8,1.2489995996796799,0.31224989991991997,0.31224989991991997,0.7019824344731072,10.256410256410254,0.31224989991991997,1.0658141036401503e-14,2.961154416872654e-15
